libcode,pubcity,pubyear,title,oclc,language
None,Dublin ,1744,"The whol[e] life and strange surprising adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an uninhabited island, on the coast of America, near the mouth of the great river of Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely delivered by pirates.",224511478,en
None,Dublin ,1745,"The whole life and strange surprising adventures of Robinson Crusoe : of York, mariner: who lived eight and twenty years all alone in an uninhabited island, on the coast of America, near the mouth of the great river of Oroonoque ; ... Written by himself. ...",938421567,en
None,Dublin ,1774,"The wonderful life, and most surprizing adventures of Robinson Crusoe, of York, mariner ... : faithfully epitomized from the three volumes ...",181772266,en
None,Dublin ,1789,"The life and most surprizing adventures of Robinson Crusoe : of York, mariner. Containing a full and particular account how he lived eight and twenty years in an uninhabited island on the coast of America: ... Faithfully epitomized from the three volumes and adorned with cuts ...",228761249,en
None,Dublin ,1802,The life and surprizing adventures of Robinson Crusoe,219998205,en
None,Dublin ,1814,"The life and most surprising adventures of Robinson Crusoe, of York, mariner : who lived twenty-eight years on an uninhabited island on the coast of America, near the mouth of the great river Oroonoque, with an account of his deliverance thence, and his after surprising adventures.",54157743,en
None,Dublin ,1822,"The Life and most Surprising Adventures of Robinson Crusoe ... Faithfully epitomized from the three volumes [or rather, from the first two volumes].",771115147,en
None,Dublin ,1826,The new Robinson Crusoe : an instructive and entertaining history.,1011907218,en
None,Dublin ,"108,","The Life and most Surprising Adventures of Robinson Crusoe ... Fourth edition. [With ""Verses supposed to be written by Alex. Selkirk,"" by William Cowper.].",752552343,en
None,Dublin ,"21, ","The life and surprizing adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years all alone in an uninhabited island, on the coast of America, near the mouth of the great river of Oroonoque : having been cast on shore by shipwreck, wherein all the men perished but himself : with an account how he was at last as strangely delivered by pirates",262617556,en
None,Dublin ,"6, D",he life and most surprising adventures of Robinson Crusoe : who remained twenty-eight years on a desolate island.,810660524,en
None,Dublin ,"6, D","The whole life and strange surprising adventures of Robinson Crusoe, of York, mariner : Who lived eight and twenty years all alone in an uninhabited island, on the coast of America, near the mouth of the great river of Oroonoque. Having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely delivered by Pirates. Written by himself. Part I.",510633476,en
None,Dublin ,1948,"The whole life and strange surprising adventures of Robinson Crusoe, of York, mariner : Who lived eight and twenty years all alone in an uninhabited island, on the coast of America, near the mouth of the great river of Oroonoque. Having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely delivered by Pirates. Written by himself. Part I.",510633476,en
None,Duisburg ,1948,Robinson Crusoe,73312382,en
None,Duisburg ,1948,Robinson Crusoe Leben u. seltsame Abenteuer eines Seemannes aus York,73312394,en
None,Duisburg ,1949,Robinson Crusoe Leben u. seltsame Abenteuer eines Seemannes aus York,73312394,en
None,Duisburg ,1801,Robinson Crusoe.,80786354,en
None,Dunbar ,1800,"The life and adventures of Robinson Crusoe, with his vision of the angelic world.",614330005,en
None,Dundalk ,1800,"The Adventures of Robinson Crusoe. With a fragment, called Begging Sailors. Embellished with engravings. (A new edition.) [A chapbook.].",859165956,en
None,Dundalk. ,1899,"The Adventures of Robinson Crusoe. : With a fragment, called Begging sailors.",863267125,en
None,Dundee ,19--,Robinson Crusoe.,828804774,en
None,Dundee ,2010,Robinson Crusoe.,586183881,en
None,East Olympia ,2017,Robinson Crusoe.,1011215118,en
None,Edewecht ,2017,Robinson Crusoe,968225300,en
None,Edewecht ,1784,Robinson Crusoe,992533815,en
None,Edinburg ,1773,"The life and most surprising adventures of Robinson Crusoe, of York, martiner, who lived twenty-eight years in an uninhabited island on the coast of America, near the mouth of the great river",902137789,es
mdp.39015078549584,Edinburgh,1775,"The life and most surprising adventures of Robinson Crusoe, of York, mariner; who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.",23640194,nds
mdp.39015078549576,Edinburgh,1777,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.",23640255,de
mdp.39015078549568,Edinburgh,1777,"The life and most surprising adventures of Robinson Crusoe, of York, mariner; who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.",23640301,de
mdp.39015078549550,Edinburgh,1778,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight-and-twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.",23640349,de
mdp.39015078549535,Edinburgh,1792,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque, with an account of his deliverance thence, and his after surprising adventures.",23640501,sv
mdp.39015078549279,Edinburgh,1803,"The life and most surprising adventures [of] Robinson Crusoe, of York, mariner, who lived eight and twenty years in an uninhabited island on the coast of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.",67409596,en
mdp.39015078549089,Edinburgh,1809,"The life and most surprising adventures of Robinson Crusoe of York, mariner : who lived twenty-eight years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque, with an account of his deliverance thence, and his after surprising adventures / by Daniel De Foe [sic] ...",27691507,en
mdp.39015078548925,Edinburgh,1809,The life and adventures of Robinson Crusoe. To which is prefixed a biographical memoir of Daniel De Foe ... Embellished with wooden cuts.,54289489,de
mdp.39015078548917,Edinburgh,1809,The life and adventures of Robinson Crusoe. To which is prefixed a biographical memoir of Daniel De Foe ... Embellished with wooden cuts.,54289489,en
mdp.39015078548909,Edinburgh,1810,The life and adventures of Robinson Crusoe. To which is prefixed a biographical memoir of Daniel De Foe ... Embellished with wooden cuts.,54289489,en
nyp.33433074911953,Edinburgh,1810,The life and aventures of Robinson Crusoe : to which is prefixed a biographical memoir of Daniel De Foe.,11172262,en
nyp.33433074911938,Edinburgh,1810,The life and aventures of Robinson Crusoe : to which is prefixed a biographical memoir of Daniel De Foe.,11172262,en
nyp.33433074911946,Edinburgh,1810,The life and aventures of Robinson Crusoe : to which is prefixed a biographical memoir of Daniel De Foe.,11172262,en
mdp.39015078549931,Edinburgh,1810,The life and adventures of Robinson Crusoe. To which is prefixed a biographical memoir of Daniel De Foe ... Embellished with wooden cuts.,54289543,en
mdp.39015078549915,Edinburgh,1810,The life and adventures of Robinson Crusoe. To which is prefixed a biographical memoir of Daniel De Foe ... Embellished with wooden cuts.,54289543,en
mdp.39015078549923,Edinburgh,1835,The life and adventures of Robinson Crusoe. To which is prefixed a biographical memoir of Daniel De Foe ... Embellished with wooden cuts.,54289543,en
mdp.39015078555318,Edinburgh,1844,The adventures of Robinson Crusoe : the York mariner. Embellished with ... engravings.,67409787,de
mdp.39015078550954,Edinburgh,1847,"The life and adventures of Robinson Crusoe. By Daniel De Foe. To which is appended, Howell's Life of Alexander Selkirk.",40044891,de
mdp.39015078550939,Edinburgh,1855,"The life and adventures of Robinson Crusoe. By Daniel De Foe. To which is appended, Howell's Life of Alexander Selkirk.",67409708,de
mdp.39015078555342,Edinburgh,1861,The life and wonderful adventures of Robinson Crusoe. Embellished with beautiful engravings.,67409789,en
mdp.39015078551200,Edinburgh,1864,"The life and surprising adventures of Robinson Crusoe, by Daniel Defoe. Illustrated by C.A. Doyle.",27943277,en
mdp.39015078551333,Edinburgh,1868,"The life and surprising adventures of Robinson Crusoe, by Daniel Defoe. Illustrated by C.A. Doyle.",27943277,es
mdp.39015078552307,Edinburgh,1875,The life and adventures of Robinson Crusoe. By Daniel De Foe. With a life of the author.,37267854,es
mdp.39015078552091,Edinburgh,1758,"The life and adventures of Robinson Crusoe, of York, mariner. Six coloured engravings on steel.",37264357,es
None,Edinburgh ,1765,"The life and most surprising adventures of Robinson Crusoe, of York, mariner ... the whole three volumes faithfully abridged.",314881915,es
None,Edinburgh ,1773,"The Life and most surprising adventures of Robinson Crusoe, of York, mariner ... : (by Daniel de Foe) the eighth edition.",461322609,es
None,Edinburgh ,1773,"The Life and most Surprising Adventures of Robinson Crusoe ... The nineteenth edition. [Parts 1-3, abridged by Thomas Gent? [With plates.].",559894600,es
None,Edinburgh ,1777,"The Life and most Surprising Adventures of Robinson Crusoe ... The nineteenth edition. [Parts 1-3, abridged by Thomas Gent? [With plates.].",559894600,es
None,Edinburgh ,1782,"The life and surprising adventures of Robinson Crusoe, of York, mariner; who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque.",614718707,de
None,Edinburgh ,1791,"The life and most surprising adventures of Robinson Crusoe : Of York, Mariner ; Who lived eight and twenty years in an uninhabited Island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures. Adorned with Copper-Plates.",642482604,en
None,Edinburgh ,1792,"The life and most surprising adventures of Robinson Crusoe, of York, mariner : who lived twenty-eight years in an uninhabited island on the coast of America, near the mouth of the great river Oronoque. With an account of his deliverance thence, and his after surprising adventures.",1008405884,eu
None,Edinburgh ,1792,"The life and most surprising adventures [of] Robinson Crusoe, of York, mariner, who lived eight and twenty years in an uninhabited island on the coast of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.",67409596,eng
None,Edinburgh ,1803,"The life and most surprising adventures [of] Robinson Crusoe, of York, mariner, who lived eight and twenty years in an uninhabited island on the coast of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.",67409596,eng
None,Edinburgh ,1809,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived twenty-eight years in an uninhabeted island on the cost of America ...",258218614,eng
None,Edinburgh ,1810,The novels of Daniel De Foe.,858566852,en
None,Edinburgh ,1813,The novels of Daniel De Foe.,830942251,en
None,Edinburgh ,1816,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight-and-twenty years in an uninhabited island on the coast of America, near the mouth of the river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.",67409616,en
None,Edinburgh ,1819,The adventures of Robinson Crusoe. : Embellished with three elegant copperplates.,882169573,en
None,Edinburgh ,1820,"The Wonderful life and surprising adventures of that renowned hero, Robinson Crusoe, who lived twenty-eight years on an uninhabited island.",315959113,en
None,Edinburgh ,1838,"The life and adventures of Robinson Crusoe, the York mariner : embellished with neat engravings.",270108911,en
None,Edinburgh ,1853,"The life and adventures of Robinson Crusoe, a York mariner. With a prefatory memoir of the author and his writings.",32337867,en
None,Edinburgh ,1882,The life and adventures of Robinson Crusoe,928270048,no
None,Edinburgh ,182-,"The ""Royal"" grand annual pantomime for 1882-1883, entitled Robinson Crusoe",55169868,no
None,Edinburgh ,183-,"The adventures of Robinson Crusoe, the York mariner : embellished with neat engravings.",166327919,en
None,Edinburgh ,185-,"The adventures of Robinson Crusoe, the York mariner. Embellished with ... engravings.",67409787,en
None,Edinburgh ,187-,The life and wonderful adventures of Robinson Crusoe Embellished with beautiful engravings.,587398719,en
None,Edinburgh ,187-,The life of Robinson Crusoe.,702359979,en
None,Edinburgh ,19--,The life of Robinson Crusoe.,702359979,en
None,Edinburgh ,19--,The life and adventures of Robinson Crusoe to which is prefixed a biograph. memoir of Daniel de Foe. 1,875289183,en
None,Edinburgh ,19XX,The life and adventures of Robinson Crusoe to which is prefixed a biograph. memoir of Daniel de Foe. 2,875289184,en
None,Edinburgh ,19XX,The life and adventures of Robinson Crusoe : to which is prefixed a biograph. memoir of Daniel de Foe 1 (1810),843994377,eng
None,Edinburgh ,19XX,The life and adventures of Robinson Crusoe : to which is prefixed a biograph. memoir of Daniel de Foe 1 (1810),843994377,en
None,Edinburgh ,1768,The life and adventures of Robinson Crusoe : to which is prefixed a biograph. memoir of Daniel de Foe 2 (1810),843994378,en
None,Edinburgh printed for ,1964,"The life and most surprising adventures of Robinson Crusoe : of York, mariner. Containing a full and particular account ... Faithfully epitomized from the three volumes",833715531,en
None,Editorial Mateu ,1964,Robinson Crusoe.,22335470,en
None,Editorial Mateu ,2001,Robinson Crusoe,878426661,en
None,Einbeck ,5 F.,Robinson plattdeutsch,248168723,en
None,Einbeck ,1946,Robinson plattdeutsch,76369280,en
None,Einsiedeln & Köln ,1946,Robinson : Sein Leben und seine Abenteuer,254549953,en
None,Einsiedeln & Köln ,1887,Robinson : Sein Leben und seine Abenteuer,254549953,en
None,Eksjö ,2003,Robinson Crusoe : sammandragen berättelse,924341054,en
None,e-Libro ,2003,"Aventuras de robinson crusoe: colecciã³n de clã¡sicos de la literatura europea ""carrascalejo de la jara.""",671756705,en
None,e-Libro ,1977,"Aventuras de robinson crusoe: colección de clásicos de la literatura europea ""carrascalejo de la jara.""",671805579,en
None,Eltwille am Rhein ,1973,Robinson Crusoe,441279402,fr
None,Encyclopaedia Britannica Educational Corp. ,1925,Highlights from Robinson Crusoe.,5010527,fr
None,England ,1987,Robinson crusoe.,692258451,de
None,England ,1988,Robinson Crusoe.,807991799,de
None,England ,1795,Robinson Crusoe,861477629,de
None,England] ,1900,"The Exploits of Robinson Crusoe, mariner, of York. : Exhibiting a concise and clear narrative of his living twenty-eight years in an uninhabited island ... the loss of his ship ... and his miraculous preservation at last by means of pirates.",863431983,fre
None,England]. ,2013,[Robinson Crusoe Series 1 -- Lantern slides.,179289612,ger
None,epubBooks ,1935,Robinson Crusoe,940767060,ger
None,Epworth Press ,2004,The Life and Adventures of Robinson Crusoe ... Illustrated by Ambrose Dudley.,559892902,de
None,Erftstadt ,1839,Robinson Crusoe,76529675,de
None,Erfurt ,1971,Robinson auf seiner Insel Ein Büchlein für die Jugend und ihre Freunde,254172447,de
None,Erlangen ,1894,Robinson Crusoe,258130319,de
None,Ernest Nister ,1910,Robinson Crusoe. [A picture book.].,559898772,de
None,Ernest Nister ,1976,"Robinson Crusoe ... Edited, with an introduction, by Walter Jerrold. Illustrated by Archibald Webb.",559887551,en
None,Espana ,1962,Robinson Crusoe.,906779250,en
None,España ,1994,Robinson Crusoe,893520738,en
None,España ,2001,Robinson Crusoe,893582106,en
None,España ,2005,Robinson Crusoe,893590003,en
None,España ,2005,Robinson Crusoe.,777604384,en
None,España ,1979,Robinson Crusoe.,777604384,en
None,Esplugas de Llobregat [Barcelona] ,1981,Robinson Crusoe,433854604,de
None,Essen ,1995,Robinson Crusoe,720868417,da
None,Essex ,1997,Robinson Crusoe,816729137,da
None,Euba ,1823,Robinson Crusoe,863160224,en
mdp.39015078550343,Exeter,1828,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived twenty-eight years in an uninhabited island, on the coast of America, near the mouth of the great river Oroonoko. With an account of his deliverance, and his after surprising adventures.",25635616,en
mdp.39015078550293,Exeter,1828,"The life and adventures of Robinson Crusoe, of York, mariner. With an account of his travels round three parts of the globe. Written by himself ...",7122880,sv
mdp.39015078550301,Exeter,1842,"The life and adventures of Robinson Crusoe, of York, mariner. With an account of his travels round three parts of the globe. Written by himself ...",7122880,ht
None,Exeter ,1823,Life and adventures of Robinson Crusoe.,57262820,en
None,Exeter [England] ,1823,"The life and most surprising adventures of Robinson Crusoe, of York, mariner : who lived twenty-eight years in an uninhabited island, on the coast of America, near the mouth of the great River Oroonoko, with an account of his deliverance, and his after surprising adventures.",29632416,de
None,Exeter [England] ,1828,"The life and most surprising adventures of Robinson Crusoe, of York, mariner : who lived twenty-eight years in an uninhabited island, on the coast of America, near the mouth of the great River Oroonoko, with an account of his deliverance, and his after surprising adventures.",29632416,de
None,Exeter [N.H.] ,1810,"The life and adventures of Robinson Crusoe, of York, mariner. : With an account of his travels round three parts of the globe.",702179755,de
None,F.C. & J. Rivington ,1883,"The Life and Surprising Adventures of Robinson Crusoe, etc.",559889956,de
None,F.E. Longley ,1883,"Longley's Complete and Unabridged Penny Edition of Robinson Crusoe, etc.",559886448,de
None,F.E. Longley ,1887,"Longley's Complete and Unabridged Penny Edition of Robinson Crusoe, etc.",559886448,de
None,Fagerstrand ,1887,Robinson Crusoe,906329766,de
None,Fagerstrand pr. Høvik ,1st ,Robinson Crusoe's liv og hændelser,770679027,eng
None,Fairfield ,1st ,obinson Crusoe,59112849,en
None,Fairfield ,2011,obinson Crusoe,70067783,en
None,Fairford ,1796,Robinson Crusoe,821067429,de
None,Fairhaven ,1796,"The Wonderful life, and most surprizing adventures of that renowned seaman, Robinson Crusoe who lived twenty-eight years on an uninhabited island, and was afterwards relieved by pirates.",838148767,en
None,Fairhaven [Vt.] ,1796,"The Wonderful life, and most surprizing adventures of that renowned seaman, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, and was afterwards relieved by pirates. : Together with some account of his man Friday : Together with some account of his man Friday.",874718381,en
None,Fairhaven [Vt.] ,1796,"The Wonderful life, and most surprizing adventures of that renowned seaman, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, and was afterwards relieved by pirates. : Together with some account of his man Friday.",977682879,en
None,Fairhaven [Vt.] ,1816,"The Wonderful life, and most surprizing adventures of that renowned seaman, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, and was afterwards relieved by pirates. : Together with some account of his man Friday.",977682879,en
mdp.39015078555144,Falkirk,1823,"The surprising adventures of Robinson Crusoe, who lived twenty-eight years on an uninhabited island, which he afterwards colonized.",67409782,en
None,Falkirk ,1823,"The wonderful life and suffering adventures, of that renowned hero, Robinson Crusoe ...",181669024,en
None,Falkirk ,1823,"The Wonderful Life, and Suffering Adventures of ... Robinson Crusoe, etc. [A chapbook.].",559897119,en
None,Falkirk ,1823,"The Wonderful Life, and Suffering Adventures of ... Robinson Crusoe, etc. [A chapbook.].",559897119,en
None,Falkirk ,1905,"The Wonderful life, and suffering adventures, of that renowned hero, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, which he afterwards colonized.",863257381,en
mdp.39015078555680,Farmington,190-,The story of Robinson Crusoe.,49288362,en
None,Farmington ,1719,The story of Robinson Crusoe.,49288362,en
None,Feedbooks ,1970,Robinson Crusoe.,968985775,en
None,Feltham ,1989,Robinson Crusoe,16217526,en
None,Fernandez Editores ,7. D,Robinson Crusoe.,539228761,en
None,Ff. ,188-,an & Son 7. D The Scenic Effect Robinson Crusoe.,559898568,ms
None,Finsbury ,188-,The life and adventures of Robinson Crusoe on the Island of Juan Fernandez. With six full page illus.,67409754,fr
None,Finsbury ,1719,The life and adventures of Robinson Crusoe on the Island of Juan Fernandez. With six full page illus.,67409754,fr
None,First ,1769,Robinson Crusoe,769002295,fr
None,Francfort ,1769,"Les Avantures, Ou, La Vie Et Les Voyages De Robinson Crusoë : Avec Figures Tome Premier",834768183,en
None,Francfort ,1754,"Les Avantures, Ou, La Vie Et Les Voyages De Robinson Crusoë : Avec Figures Tome Second",834768410,en
None,Franckfurt ,1720,"Des Welt-berühmten Engelländers Robinson Crusoe Leben und gantz ungemeine Begebenheiten : insonderheit Da er acht und zwanzig Jahre lang auf einer unbewohnten Insul bey dem Einfluß des grossen Strohms Oroonoko, auf der Americanischen Küste, gelebet hat Theil 1",832320559,en
None,Franckfurth ,1720,"Das Leben und die gantz ungemeine Begebenheiten des Robinson Crusoe, ... Von ihm selbst beschrieben und ... aus d. Engl. ins Teutsche übersetzt Th. 1",832438228,en
None,Franckfurth und Leipzig ,1769,Das Leben und die gantz ungemeine Begebenheiten des Robinson Crusoe : welcher unter andern auf der americanischen Küste ...,54271756,en
mdp.39015078557074,Frankfurt,1754,"Les avantures, ou, La vie et les voyages de Robinson Crusoë, traduction libre de cet ouvrage anglois attribué au célébre Richard Steele ...",67412145,en
njp.32101067567873,Frankfurt,1914,"Des Welt-berühmten Engelländers Robinson Crusoe Leben und gantz ungemeine Begebenheiten, insonderheit Da er acht und zwanzig Jahre lang auf einer unbewohnten Insul bey dem Einfluss des grossen Strohms Oroonoko, auf der Americanischen Küste, gelebet hat. Von ihm selbst in Englischer Sprache beschrieben. Numehro aber um seiner Fürtrefflichkeit willen ins Teutsche übersetzt und mit artigen Kupffern gezieret. Erster Theil.",34020165,en
mdp.39015078559872,Frankfurt,1765,"Aus dem tagebuch des Robinson Crusoe; verse und bilder, von Fried Stern.",67412312,en
None,Frankfurt ,1930,Des weltberühmten Engelländers Robinson Crusoe Leben und ganz ungemeine Begebenheiten,811604112,en
None,Frankfurt ,1930,The life and strange surprising adventures of Robinson Crusoe [Hauptw.].,721362011,en
None,Frankfurt ,1981,The life and strange surprising adventures of Robinson Crusoe Wörterb.,721362014,en
None,Frankfurt ,2008,Robinson Crusoe,256166382,en
None,Frankfurt ,1916,"Das Leben und die seltsamen Abenteuer des Robinson Crusoe : einem Seeman aus York, der achtundzwanzig Jahre allein auf einer unbewohnten Insel vor der Küste Amerikas, nahe der Küste des Orinoko-Stromes, verbrachte, wohin er als Überlebender eines Schiffbruchs verschlagen worden war ; mit einem Bericht, wie er schliesslich auf ebenso aussergewöhnliche Weise durch Piraten befreit wurde ; geschrieben von ihm selbst ; Roman",227007338,en
None,Frankfurt a.M. ,1998,Der Robinson in Reim und Bild,254807728,en
None,Frankfurt am Main ,1998,Robinson Crusoe,76033027,en
None,Frankfurt am Main ,2016,"Daniel Defoe, Robinson Crusoe",264396933,en
None,Frankfurt am Main ,2016,Colonel Jack : The History and Remarkable Life of the truly Honorable Col. Jacque (Complemented with the Biography of the Author)(Illustrated),958065545,it
None,Frankfurt am Main ,2016,The Complete History of the Pirates - A Detailed Account of the Robberies and Exploits of the Most Notorious Pirates : 4 Books in One Volume (Illustrated): A General History of the Pirates + The King of Pirates (The Story Of The Arch Pirate Henry Avery) + The Story Of The Notorious Pirate John Gow (Including the Biography of the Author),958065552,it
None,Frankfurt am Main ,2016,The Fortunes and Misfortunes of the Famous Moll Flanders : Complemented with the Biography of the Author (Illustrated),962360086,it
None,Frankfurt am Main ,1979,The History of the Devil - Exploration of the Devil's Role in the History of Civilization : The Political and the Religious Aspects: Complemented with the Biography of the Author,1029605842,en
None,Franklin Center ,2006,Robinson Crusoe,731454656,en
None,Freiburg i. Br. ,1965,Robinsons Freitag,315307756,eng
None,Fremad ,1965,Robinson Crusoe,60940272,eng
None,Fremad ,1822,Robinson Crusoe,60940272,eng
None,from the Press of C. Whittingham ,1810,"The Life and Adventures of Robinson Crusoe, etc. [With vignettes.].",559890059,en
None,G. Ford ,1991,"The History of Robinson Crusoe, with engravings. [A chapbook.].",559895493,en
None,Gävle ,2012,Robinson Crusoe,466739918,en
None,Gainesville ,1812,Woben Lakwa : Robinson Crusoe in Haitian Creole,802291330,en
None,Gainsborough ,2005,"The wonderful and surprising adventures of that renowned hero, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, which he afterwards colonized.",275278867,en
None,Garching ,2005,Robinson Crusoe [Hauptbd.].,723660866,en
None,Garching b. München ,2005,Robinson Crusoe / [1] [Lektüre].,163099735,en
None,Garching b. München ,2007,Robinson Crusoe / [1] [Lektüre].,163099735,en
None,Garching b. München ,2011,Robinson Crusoe,730105690,en
None,Garching b. München ,2013,"Robinson Crusoe. [1], [Lektüre]",745530938,en
None,Garching b. München ,1946,"Robinson Crusoe. [2], Materialien et Kopiervorlagen",869891864,en
None,Garden ,1946,Robinson Crusoe The life and strange surprising adventures of Robinson Crusoe ...,721207540,en
None,Garden ,1950,Robinson Crusoe The life and strange surprising adventures of Robinson Crusoe ...,721207540,en
mdp.39015078555540,Garden City,1940,"The life and strange suprising adventures of Robinson Crusoe, of York, mariner, as related by himself / by Daniel DeFoe ; illustrated by Noel Pocock.",70159836,en
None,Garden City ,1945,The life and strange adventures of Robinson Crusoe,9304680,en
None,Garden City ,1945,Robinson Crusoe,642703057,en
None,Garden City ,1945,"Robinson Crusoe the life and strange surprising adventures of Robinson Crusoe, of york, mariner ...",724100792,sv
None,Garden City ,1945,"Robinson Crusoe : the life and strange surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river of Orinoco ; having been cast on shore by shipw",732623567,de
None,Garden City ,1945,"Robinson Crusoe : the life and strange surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river of Orinoco ; having been cast on shore by shipw",732623567,dut
None,Garden City ,1945,"Robinson Crusoe : the life and strange surprising adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river of Orinoco : having been cast on shore by shipwreck, wherein all the men perished but himself : with an account how he was at last as strangely delivered by pirates",1039494132,sr
None,Garden City ,1948,"Robinson Crusoe : the life and strange surprising adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river of Orinoco : having been cast on shore by shipwreck, wherein all the men perished but himself : with an account how he was at last as strangely delivered by pirates",1039494132,und
None,Garden City ,1948,"Robinson Crusoe ; the life and strange surprising adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in a n uninhibated island on the coast of America, near the mouth of the great river of Orinoco ; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last strangely delivered by Pirates",2760134,en
None,Garden City ,1948,Robinson Crusoe,80662049,en
None,Garden City ,1973,Robinson Crusoe,894555042,eng
None,Garden City ,1979,Robinson Crusoe,906612816,eng
None,Garden City ,1942,Robinson Crusoe,20347669,nl
None,Garden City (New York) ,2015,The best known works of Daniel Defoe : including Robinson Crusoe and A journal of the plague year.,440848243,nl
None,Garfield Heights ,2015,"A True Relation of the Apparition of One Mrs. Veal : The Next Day After Her Death, to One Mrs. Bargrave, at Canterbury, the 8th of September, 1705; Which Apparition Recommends the Perusal of Drelincourt's Book of Consolations Against the Fears of Death",1000615355,en
None,Garfield Heights ,2012,"Reasons Against the Succession of the House of Hanover : How Far the Abdication of King James, Supposing it to Be Legal, Ought to Affect the Person of the Pretender",1000615482,en
None,Garfield Heights [Ohio] ,2012,Robinson Crusoe,872369844,de
None,Garfield Heights [Ohio] ,1959,Robinson Crusoe,872369844,fr
None,Geliga Limited ,1922,Robinson Crusoe,959796930,de
None,Genève ,1967,Robinson Crusoé,716704732,de
None,Genève ,1996,Robinson Crusoe,715204300,de
None,Genève ,1985,Robinson Crusoé,81594819,de
None,Geneva ,1985,Robinson Crusoe,80109725,en
None,Geneva ,2003,Robinson Crusoe,715587661,en
None,Genoa ,2008,Robinson Crusoe,1039784010,en
None,Genoa ,2008,Robinson Crusoe,1000071526,nl
None,Genoa ; Canterbury ,2003,Robinson Crusoe. Buch.,985618489,sv
None,Genua ,1875,Robinson Crusoe,886895851,sv
None,George Bell & Sons ,1875,"Robinson Crusoe ... With illustrations. [Part 1, abridged.].",559898548,fi
None,George Bell & Sons ,1909,"Robinson Crusoe ... With illustrations. [Part 1, abridged.].",559898548,fi
None,George Bell & Sons ,1932,Robinson Crusoe ... With illustrations by Gertrude Leese.,559887518,en
None,George G. Harrap & Co. ,1868,"A Short Robinson Crusoe. Retold by F.H. Lee, etc.",559900660,vi
None,George Routledge & Sons ,1874,"Robinson Crusoe, in words of one syllable. By Mary Godolphin. With coloured illustrations.",559897460,vi
None,George Routledge & Sons ,1879,"The Robinson Crusoe Picture Book. Containing Robinson Crusoe. How Cock Sparrow kept his Christmas. Queer Characters. Æsop's Fables. With twenty-four pages of illustrations, printed in colours by Kronheim.",559898500,eng
None,George Routledge & Sons ,1882,The Life and Adventures of Robinson Crusoe ... With fifty-two illustrations by J.D. Watson and six coloured plates.,559891446,en
None,George Routledge & Sons ,1891,"Robinson Crusoe, The Swiss Family Robinson [translated from the German of J.D. Wyss], and Sandford & Merton [by Thomas Day] ... With one hundred and fifty illustrations by J.D. Watson and other artists.",559891480,eng
None,George Routledge & Sons ,1910,"The Life and Adventures of Robinson Crusoe ... With ... one hundred illustrations by J.D. Watson, etc.",559891614,ger
