"id","title","year","language","authors"
"mdp.39015078553784","Defoe's Robinson Crusoe / edited by Wilbur L. Cross ...","1911","eng","Defoe, Daniel 1661?-1731; Cross, Wilbur L. (Wilbur Lucius) 1862-1948; Henry Holt and Company publisher"
"mdp.39015078557900","Les aventures de Robinson Cruso? ...","1827","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"mdp.39015078554634","Robinson Crusoe for boys and girls. [Adapted] by Lida B. McMurry ... and Mary Hall Husted.","1894","eng","Defoe, Daniel 1661?-1731; Cowper, William 1731-1800; Husted, Mary Hall; McMurry, Lida B. (Lida Brown) 1853-1942"
"mdp.39015078551366","The life and surprising adventures of Robinson Crusoe, of York, mariner, with a biographical account of Defoe, illustrated with seventy wood engravings, chiefly after designs by Harvey, and twelve engravings on steel, after Stothard.","1859","eng","Defoe, Daniel 1661?-1731; Stothard, Thomas 1755-1834 illus; Harvey, William 1796-1866 illus"
"mdp.39015078553545","The life and adventures of Robinson Crusoe. / By Daniel Defoe. ; Illustrated with etchings by M. Mouilleron; portrait by L. Flaming [i.e. Flameng]; and with engravings after designs by T. Stothard ...","1891","eng","Defoe, Daniel 1661?-1731; Flameng, L?opold 1831-1911 engraver; Stothard, Thomas 1755-1834 ill"
"mdp.39015078554873","Robinson Crusoe, his life and strange surprising adventures, by Daniel Defoe; in words of one syllable, with seventy illustrations.","1899","eng","Defoe, Daniel 1661?-1731; Aikin, Lucy 1781-1864"
"mdp.39015078553305","The life and strange surprizing adventures of Robinson Crusoe, of York, mariner. / Written by himself ...","1879","eng","Defoe, Daniel 1661?-1731; Serrano, Peter; Halswelle, Keeley 1832-1891 ill; Adams, W. H. Davenport (William Henry Davenport) 1828-1891 ed; Thomas Nelson &amp; Sons publisher"
"mdp.39015078552216","The life and adventures of Robinson Crusoe, with a biographical account of DeFoe, illustrated with twelve [i.e. nine] characteristic engravings.","1871","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078550038","The life and adventures of Robinson Crusoe, originally written by Daniel De Foe. Revised for the use of young persons, and illustrated with sixteen copper-plates.","1818","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078553529","The life and adventures of Robinson Crusoe. / By Daniel Defoe. ; Illustrated with etchings by M. Mouilleron; portrait by L. Flaming [i.e. Flameng]; and with engravings after designs by T. Stothard ...","1891","eng","Defoe, Daniel 1661?-1731; Flameng, L?opold 1831-1911 engraver; Stothard, Thomas 1755-1834 ill"
"mdp.39015065941430","The life & strange surprizing adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of America, near the mouth of the great river of Oroonoque; having been east on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely deliver'd by pyrates. Written by himself.","1927","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078549048","The life and most surprising adventures of Robinson Crusoe, of York, mariner; who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his other surprising adventures.","1800","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078550020","The life and most surprising adventures of Robinson Crusoe, of York, mariner. By Daniel De Foe ...","1818","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078555953","Aventures surprenantes de Robinson Cruso?. Traduites de l'anglais","1806","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"mdp.39015078549287","The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight-and-twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.","1792","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078553776","The life and strange surprising adventures of Robinson Crusoe, of York, mariner, as related by himself. Embellish'd with plates after designs by Noel Pocock.","1912","eng","Defoe, Daniel 1661?-1731"
"uc1.b3575715","The life and strange adventures of Robinson Crusoe, by Daniel Defoe; with illustrations from the designs by Stothard.","1908","eng","Defoe, Daniel 1661?-1731"
"uc1.b3575716","The life and strange adventures of Robinson Crusoe, by Daniel Defoe; with illustrations from the designs by Stothard.","1908","eng","Defoe, Daniel 1661?-1731"
"uc1.b3575713","The life and strange adventures of Robinson Crusoe, by Daniel Defoe; with illustrations from the designs by Stothard.","1908","eng","Defoe, Daniel 1661?-1731"
"uc1.b3575714","The life and strange adventures of Robinson Crusoe, by Daniel Defoe; with illustrations from the designs by Stothard.","1908","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078550269","The life and adventures of Robinson Crusoe, of York, mariner. With an account of his travels round three parts of the globe. Written by himself.","1836","eng","Defoe, Daniel 1661?-1731; Scott, Walter 1771-1832; Ballantyne, John 1774-1821"
"mdp.39015078551358","The life and adventures of Robinson Crusoe, of York, mariner. With an account of his travels round three parts of the globe. With illustrations by Zwecker, engraved by Dalziel.","1862","eng","Defoe, Daniel 1661?-1731; Dalziel, George 1815-1902 engr; Dalziel, Edward 1817-1905 engr"
"mdp.39015078553537","The life and adventures of Robinson Crusoe. / By Daniel Defoe. ; Illustrated with etchings by M. Mouilleron; portrait by L. Flaming [i.e. Flameng]; and with engravings after designs by T. Stothard ...","1891","eng","Defoe, Daniel 1661?-1731; Flameng, L?opold 1831-1911 engraver; Stothard, Thomas 1755-1834 ill"
"mdp.39015078556803","La vie et les avantures surprenantes de Robinson Crusoe, contenant, entre autres ?v?nemens, le s?jour qu'il a fait pendant vingt-huit ans dans une ile d?serte situ? sur la c?te de l'Am?rique, pr?s l'embouchure de la grande rivi?re Oroonoque. Le tout ?crit par lui-m?me. Traduit de l'anglois ...","1743","fre","Defoe, Daniel 1661?-1731"
"uc1.b3575712","The life and strange surprising adventures of Robinson Crusoe of York, mariner, as related by himself / by Daniel Defoe.","1895","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078554626","The adventures of Robinson Crusoe, by Daniel Defoe, illustrated by Elizabeth Rosenkrans, edited by Rosemary Kingston [pseud.]","1917","eng","Defoe, Daniel 1661?-1731; McGovern, Mary Harriet 1881- ed"
"njp.32101068150687","The life and adventures of Robinson Crusoe, with a biographical account of Defoe, illustrated with sixteen characteristic engravings.","1862","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078556753","Robinson Crusoe.","1919","eng","Defoe, Daniel 1661?-1731; Pog?ny, Willy 1882-1955 illus"
"mdp.39015078557603","La vie et les avantures surprenantes de Robinson Crusoe, contenant entre autres ?venemens, le s?jour qu'il a fait pendant vingt & huit ans dans une isle d?serte, situ?e sur la cote de l'Amerique, pres de l'embouchure de la grande riviere Oroonoque. Le tout ?crit par lui-meme. Tradduit de l'anglois.","1721","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078554576","The adventures of Robinson Crusoe / by Daniel Defoe.","1922","eng","Defoe, Daniel 1661?-1731; M.A. Donohue &amp; Co publisher"
"mdp.39015078552398","The life and adventures of Robinson Crusoe : with a biographical account of Defoe, illustrated with sixteen characteristic engravings.","1871","eng","Defoe, Daniel 1661?-1731; Lee, Shepard &amp; Dillingham publisher; Lee and Shepard publisher"
"mdp.39015078553487","Robinson Crusoe ... [Edited by George A. Aitken with illustrations by J.B. Yeats]","1895","eng","Defoe, Daniel 1661?-1731; Aitken, George Atherton 1860-1917 ed"
"mdp.39015078554337","Robinson Crusoe / by Daniel Defoe, edited with an introduction by Henry Clinton Hutchins.","1930","eng","Defoe, Daniel 1661?-1731; Hutchins, Henry Clinton 1889- ed"
"mdp.39015078553248","Life and adventures of Robinson Crusoe / by Daniel De Foe [sic] ; including a memoir of the author, and an essay on his writings.","1880","eng","Defoe, Daniel 1661?-1731; Wentworth, Frederick. egr; Linton, W. J. (William James) 1812-1897 egr; Thomas, William Luson 1830-1900 egr; Thomas, George Housman 1824-1868 ill. ill; Cogswell, Albert. pbl"
"mdp.39015078551069","Life and adventures of Robinson Crusoe, of York, mariner. With an account of his travels round three parts of the globe. Written by himself ... With new designs on wood by Anderson.","1859","eng","Defoe, Daniel 1661?-1731; Anderson, Alexander 1775-1870 ill"
"mdp.39015078558932","Der vollst?ndige Robinson Crusoe. Neu nach dem englischen bearbeitet. Mit einem k?rtchen von Robinsons insel ... Nebst biographischen nachrichten von Alexander Selkirk und Daniel Defoe.","1847","ger","Defoe, Daniel 1661?-1731"
"mdp.39015078551051","The life and adventures of Robinson Crusoe, with a biographical account of Defoe, illustrated with twelve characteristic engravings.","1859","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078553230","The life and surprising adventures of Robinson Crusoe of York, mariner / by Daniel Defoe ; with illustrations by Gordon Browne.","1889","eng","Defoe, Daniel 1661?-1731; Browne, Gordon 1858-1932"
"mdp.39015078557835","Het leven en de lotgevallen van Robinson Crusoe, door Dani?l Defoe. Bewerkt door D. Klein Jr. Geillustreerd.","1908","dut","Defoe, Daniel 1661?-1731; Klein, D. ed"
"mdp.39015078556746","Robinson Crusoe : his life and strange, surprising adventures by Daniel Defoe, in words of one syllable / [Lucy Aikin].","1899","eng","Aikin, Lucy 1781-1864; Defoe, Daniel 1661?-1731; Naumann, P; Paget, Walter 1863-1935"
"mdp.39015078553479","Robinson Crusoe ... [Edited by George A. Aitken with illustrations by J.B. Yeats]","1895","eng","Defoe, Daniel 1661?-1731; Aitken, George Atherton 1860-1917 ed"
"mdp.39015078554568","The adventures of Robinson Crusoe / by Daniel Defoe.","1922","eng","Defoe, Daniel 1661?-1731; M.A. Donohue &amp; Co publisher"
"mdp.39015078555896","Aventures de Robinson Cruso?, nouvellement imit? de l'anglois ...","1808","fre","Defoe, Daniel 1661?-1731"
"uc2.ark:/13960/t73t9h83k","Robinson's progressive primary arithmetic : for primary classes in public and private schools / edited by Daniel W. Fish.","1870","eng","Robinson, Horatio N. (Horatio Nelson) 1806-1867; Fish, Daniel W. 1820-1899; Ivison, Blakeman, Taylor &amp; Co"
"mdp.39015078558908","Robinson Cruso? des aelteren reisen, wunderbare abenteuer und erlebnisse. Begleitet von eine geschichte der Robinsonaden und einer lebensskizz des Daniel de Fo? ... von dr. C.F. Lauckhard ... Prachtausgabe.","1869","ger","Defoe, Daniel 1661?-1731; Lauckhard, Karl Friedrich 1813-1876"
"mdp.39015078557819","Beknopte geschiedenis van den engelschen Robinson Cruso? ...","1824","dut","Defoe, Daniel 1661?-1731"
"mdp.39015078576330","Robinson Crusoe.","1897","eng","Defoe, Daniel 1661?-1731; McLoughlin Bros., inc publisher"
"mdp.39015078554790","Robinson Crusoe; written anew for children, with apologies to Daniel Defoe, by James Baldwin.","1905","eng","Defoe, Daniel 1661?-1731; Baldwin, James 1841-1925"
"uc1.32106015762997","The life and strange adventures of Robinson Cursoe, complete in three parts. With the author's pref., and an introd. by G.H. Maynadier.","1907","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078550194","The life and most surprising adventures of Robinson Crusoe, of York, mariner.","1819","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078554550","The adventures of Robinson Crusoe / by Daniel Defoe.","1922","eng","Defoe, Daniel 1661?-1731; M.A. Donohue &amp; Co publisher"
"mdp.39015078552372","The life and surprising adventures of Robinson Crusoe of York, mariner.","1872","eng","Defoe, Daniel 1661?-1731; Pierce, Jennie former owner; George A. Tuttle &amp; Co publisher"
"mdp.39015078553461","Robinson Crusoe ... [Edited by George A. Aitken with illustrations by J.B. Yeats]","1895","eng","Defoe, Daniel 1661?-1731; Aitken, George Atherton 1860-1917 ed"
"mdp.39015078553222","The life and surprising adventures of Robinson Crusoe of York, mariner / by Daniel Defoe ; with illustrations by Gordon Browne.","1889","eng","Defoe, Daniel 1661?-1731; Browne, Gordon 1858-1932"
"mdp.39015078555888","Aventures de Robinson Cruso?, nouvellement imit? de l'anglois ...","1808","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078561084","Helyntion Robinson Crusoe (wedi eu talfyrru a'u trefnu mewn gwisg gymreig.","1899","wel","Defoe, Daniel 1661?-1731"
"mdp.39015078556738","Robinson Crusoe in words of one syllable. / By Mary Godolphin [pseud.] ; with colored illustrations.","1882","eng","Aikin, Lucy 1781-1864; Defoe, Daniel 1661?-1731; McLoughlin Bros., inc publisher"
"uva.x004246512","Life and surprising adventures of Robinson Crusoe, of York, mariner : with a biographical account of DeFoe.","1865","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078558916","Leben und abenteur des Robinson Crusoe, von Daniel Defoe. Aus dem englischen ?bertragen von Karl Altm?ller.","1869","ger","Defoe, Daniel 1661?-1731; Altm?ller, Carl tr"
"mdp.39015078557827","De kleine Robinson, of, De lotgevallen van Robinson Cruso?. Tot nut en vermaak der jeugd. Naar den 5. druk uit het fransch van H. Lemaire. 2. druk.","1824","dut","Defoe, Daniel 1661?-1731; Lemaire, Henri fl. 1810-1828"
"hvd.hn1lx1","Robinson Cruso?, par Daniel Fo?, pr?c?d? d'une notice sur sa vie et ses ouvrages.","1850","fre","Defoe, Daniel 1661?-1731"
"nyp.33433081955175","Life and adventures of Robinson Crusoe / written by himself.","1864","eng","Defoe, Daniel 1661?-1731; Defoe, Daniel 1661?-1731; Jackson, John 1801-1848 egr; Gilbert, John Sir 1817-1897 ill"
"nyp.33433074909809","La vie et les aventures surprenantes de Robinson Crusoe? : contenant entre autres e?ve?nemens, le se?jour qu'il a fait pendant vingt-huit ans dans une i?le de?serte, situe?e sur la co?te de l'Ame?rique, pre?s de l'embouchure de la grande riviere Oroonoque.","1784","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, The?miseul de 1684-1746; Effen, Justus van 1684-1735"
"nyp.33433087571265","Robinson's progressive primary arithmetic : for primary classes in public and private schools / edited by Daniel W. Fish.","1863","eng","Robinson, Horatio N. (Horatio Nelson) 1806-1867; Fish, Daniel W. 1820-1899"
"hvd.hxqlbr","The progressive primary arithmetic : for primary classes in public and private schools / by Horatio N. Robinson.","1860","eng","Robinson, Horatio N. (Horatio Nelson) 1806-1867; Fish, Daniel W. 1820-1899"
"nyp.33433082127642","Aventures de Robinson Crusoe?. Illustree? de 26 grandes lithographies tre?s-soigne?es par Coppin. Traduction nouvelle.","1899","fre","Defoe, Daniel 1661?-1731"
"nc01.ark:/13960/t6446r18r","The life and strange surprising adventures of Robinson Crusoe : of York, mariner, as related by himself / by Daniel Defoe ; with one hundred and twenty original illustrations by Walter Paget.","1897","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078553693","The life and surprising adventures of Robinson Crusoe of York, mariner, by Daniel Defoe.","1896","eng","Defoe, Daniel 1661?-1731; Cruikshank, George 1792-1878 illus"
"mdp.39015078555870","La vie et les aventures surprenantes de Robinson Cruso?, contenant son retour dans son ile, ses autres nouveaux voyages, et ses r?flexions; traduit de l'anglois.","1809","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"mdp.39015078554782","The story of Robinson Crusoe, arranged for youngest readers by Rebecca Hoyt ...","1898","eng","Defoe, Daniel 1661?-1731; Hoyt, Rebecca"
"mdp.39015078551275","The life and adventures of Robinson Crusoe, with a biographical account of Defoe, illustrated with twelve characteristic engravings.","1869","eng","Defoe, Daniel 1661?-1731; Griset, Ernest Henry 1844-1907 illus"
"mdp.39015078554543","The life and adventures of Robinson Crusoe / by Daniel Defoe ; with Chinese notes by Ma Shao-Liang ...","1921","eng","Defoe, Daniel 1661?-1731; Shang wu yin shu guan publisher"
"hvd.32044011031648","The life and adventures of Robinson Crusoe / With a memoir of the author, and an essay on his writings, illustrated by Grandville.","1864","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078561076","Bywyd ac anturiaethau rhyfeddol Robinson Crusoe : yr hwn a fu byw wyth mlynedd ar hugain mewn ynys anghyfanedd, wedi ei fwrw yno pan dorodd y llong arno. Hefyd, ei ail-ymweliad a'r ynys hono, a'i deithiau peryglus mewn amryw barthau ereill o'r byd.","1899","wel","Defoe, Daniel 1661?-1731; Humphreys, H. printer"
"nyp.33433074909817","The life and adventures of Robinson Crusoe.","1849","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078551036","The life and adventures of Robinson Crusoe. With a memoir of the author, and an essay on his writings. Illustrated by Grandville.","1850","eng","Defoe, Daniel 1661?-1731; Grandville, J. J. 1803-1847 illus"
"mdp.39015078560805","Vida e aventuras de Robinson Cruso?. Versao livre da edi??o completa ingl?sa por Agostinho de Sottomayor. Edi??o enriquecida com muitas gravuras originaes de Alberto Souza.","1903","por","Defoe, Daniel 1661?-1731; Souza, Alberto illus; Sottomayor, Agostinho de d. 1923 tr"
"hvd.32044096999917","Robinson's progressive intellectual arithmetic : on the inductive plan; being a sequel to the progressive primary arithmetic ... / edited by Daniel W. Fish.","1877","eng","Robinson, Horatio N. (Horatio Nelson) 1806-1867; Fish, Daniel W. 1820-1899"
"mdp.39015078548925","The life and adventures of Robinson Crusoe. To which is prefixed a biographical memoir of Daniel De Foe ... Embellished with wooden cuts.","1809","eng","Defoe, Daniel 1661?-1731; Ballantyne, John 1774-1821"
"mdp.39015078553040","The life and strange adventures of Robinson Crusoe, as related by himself. By Daniel Defoe ...","1899","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078556555","Robinson Crusoe : retold for little folks.","1919","eng","Defoe, Daniel 1661?-1731; Charles E. Graham &amp; Co publisher"
"mdp.39015078557884","Het Leven van Robinson Cruso? voor de jeugd","1899","dut","Defoe, Daniel 1661?-1731"
"mdp.39015078558973","Robinson Crusoe, von Daniel de Foe, bearbeitet von Paul Lang ...","1908","ger","Defoe, Daniel 1661?-1731; Lang, Paul ed"
"mdp.39015078556795","La vie et les avantures surprenantes de Robinson Crusoe, contenant, entre autres ?v?nemens, le s?jour qu'il a fait pendant vingt-huit ans dans une ile d?serte situ? sur la c?te de l'Am?rique, pr?s l'embouchure de la grande rivi?re Oroonoque. Le tout ?crit par lui-m?me. Traduit de l'anglois ...","1743","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078557405","Aventures de Robinson Cruso?. Traduction nouvelle, orn?e de douze gravures ...","1828","fre","Defoe, Daniel 1661?-1731"
"uc1.$b306339","Robinson's Progressive practical arithmetic : containing the theory of numbers in connection with concise analytic and synthetic methods of solution, and designed as a complete text-book on this science for common schools and academies / by Daniel W. Fish.","1873","eng","Robinson, Horatio N. (Horatio Nelson) 1806-1867; Fish, Daniel W. 1820-1899"
"nyp.33433087571489","Robinson's progressive intellectual arithmetic : on the inductive plan : being a sequel to the progressive primary arithmetic, containing many original forms of analysis applicable to a great variety of practical questions, and designed for the more advanced classes in common schools and academies / edited by Daniel W. Fish.","1863","eng","Robinson, Horatio N. (Horatio Nelson) 1806-1867; Fish, Daniel W. 1820-1899"
"uc2.ark:/13960/t6k071t9w","The life and surprising adventures of Robinson Crusoe of York, mariner; who lived eight-and-twenty years, all alone, on an uninhabited island, near the mouth of the great river Oroonoque. With an account of his travels round three parts of the globe. Written by himself.","1820","eng","Defoe, Daniel 1661?-1731"
"uva.x002579440","A new Robinson Crusoe : a new version of his life and adventures, with an explanatory note / by Gilson Gardner.","1920","eng","Gardner, Gilson 1869-1935; Selkirk, Alexander 1676-1721; Defoe, Daniel 1661?-1731"
"mdp.39015078552182","The life and adventures of Robinson Crusoe. By Daniel Defoe. With illustrations, printed in colours, from original designs.","1869","eng","Defoe, Daniel 1661?-1731"
"uc1.$b306340","Robinson's progressive practical arithmetic : containing the theory of numbers, in connection with concise analytic and synthetic methods of solution, and designed as a complete text-book on this science, for common schools and academies / by Daniel W. Fish.","1881","eng","Robinson, Horatio N. (Horatio Nelson) 1806-1867; Fish, Daniel W. 1820-1899"
"mdp.39015078551093","The life and adventures of Robinson Crusoe, who lived twenty-eight years in an uninhabited island. With an account of his deliverance.","1849","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078553032","The life and adventures of Robinson Crusoe / by Daniel De Foe ; illustrated by J. D. Watson.","1899","eng","Defoe, Daniel 1661?-1731; Watson, John Dawson 1832-1892 ill; Porter &amp; Coates publisher"
"mdp.39015078558726","Aventures de Robinson Cruso?, traduites de Daniel De Fo?, orn?es de huit gravures.","1838","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078555219","The life and adventures of Robinson Crusoe, of York, mariner. Written by himself.","1829","eng","Defoe, Daniel 1661?-1731"
"hvd.32044096998802","Robinson's Progressive practical arithmetic : containing the theory of numbers in connection with concise analytic and synthetic methods of solution, and designed as a complete text-book on this science for common schools and academies / by Daniel W. Fish.","1871","eng","Robinson, Horatio N. (Horatio Nelson) 1806-1867; Fish, Daniel W. 1820-1899"
"nyp.33433087571471","Robinson's Progressive intellectual arithmetic : on the inductive plan : being a sequel to the Progressive primary arithmetic ... / edited by Daniel W. Fish.","1863","eng","Robinson, Horatio N. (Horatio Nelson) 1806-1867; Fish, Daniel W. 1820-1899"
"mdp.39015078555680","The story of Robinson Crusoe.","1909","eng","Defoe, Daniel 1661?-1731; Dugger, L. E. ill; D.H. Knowlton &amp; Co publisher"
"mdp.39015078554592","The adventures of Robinson Crusoe / by Daniel Defoe.","1922","eng","Defoe, Daniel 1661?-1731; M.A. Donohue &amp; Co publisher"
"mdp.39015078551085","The life and adventures of Robinson Crusoe.","1849","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078552174","The life and adventures of Robinson Crusoe, of York, mariner. With an account of his travels round three parts of the globe. With illustrations by Zwecker. Engraved by Dalziel.","1879","eng","Defoe, Daniel 1661?-1731; Dalziel, George 1815-1902 engr; Dalziel, Edward 1817-1905 engr"
"mdp.39015078553263","The life and adventures of Robinson Crusoe, with a biographical account of Defoe, illustrated with sixteen characteristic engravings.","1864","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078553024","Life and adventures of Robinson Crusoe / by Daniel Defoe ; with a biographical sketch of the author.","1899","eng","Defoe, Daniel 1661?-1731; Hurst &amp; Company publisher"
"mdp.39015078556530","The adventures of Robinson Crusoe / by Daniel Defoe ...","1909","eng","Defoe, Daniel 1661?-1731; Gallagher, Thomas former owner; Barse &amp; Hopkins (Firm) publisher"
"mdp.39015078558957","Qi??at R?bin?on Kur?z?.","1835","und","Defoe, Daniel 1661?-1731"
"mdp.39015078558718","Aventures de Robinson Crusoe, par Daniel Defoe; traduction nouvelle; ?dition illustr?e par Grandville.","1840","fre","Defoe, Daniel 1661?-1731; Grandville, J. J. 1803-1847 illus"
"mdp.39015078557629","Robinson Crusoe- el?m? ja kummalliset seikkailut. Englantilaisen kantapainoksen mukaan suomeksi toimittanut Samuli S.[pseud.] 31 kuvaa; 2. korjattu painos.","1922","und","Defoe, Daniel 1661?-1731"
"miun.afv8235.0001.002","The life, and strange surprizing adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of AMerica, near the mouth of the great river Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely [!] deliver'd by pyrates. Written by himself.","1722","eng","Defoe, Daniel 1661?-1731"
"miun.afv8235.0001.001","The life, and strange surprizing adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of AMerica, near the mouth of the great river Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely [!] deliver'd by pyrates. Written by himself.","1722","eng","Defoe, Daniel 1661?-1731"
"loc.ark:/13960/t1mg8x49t","The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years in an uninhabited island on the coast of America near the mouth of the great river Oroonoque.","1811","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078548917","The life and adventures of Robinson Crusoe. To which is prefixed a biographical memoir of Daniel De Foe ... Embellished with wooden cuts.","1809","eng","Defoe, Daniel 1661?-1731; Ballantyne, John 1774-1821"
"nyp.33433074919816","The life and adventures of Robinson Crusoe. By Daniel DeFoe ...","1846","eng","Defoe, Daniel 1661?-1731"
"nyp.33433074919808","The adventures of Robinson Crusoe, by Daniel De Foe. With memoir of the author. Illustrated by separate plates on tinted paper, and numerous woodcuts inserted in the text, designed by T.H. Nicholson, and engraved by C.W. Sheeres.'","1879","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078553495","The adventures of Robinson Crusoe of York, mariner / told for the Children's Library ; with illustrations by George Cruikshank.","1894","eng","Defoe, Daniel 1661?-1731; Fairfield, Coogan former owner; Jackson, John 1801-1848 engraver; Unwin, T. Fisher (Thomas Fisher) 1848-1935 publisher; Cruikshank, George 1792-1878 ill; Macmillan &amp; Co publisher; R. &amp; R. Clark (Firm) printer"
"mdp.39015078548909","The life and adventures of Robinson Crusoe. To which is prefixed a biographical memoir of Daniel De Foe ... Embellished with wooden cuts.","1809","eng","Defoe, Daniel 1661?-1731; Ballantyne, John 1774-1821"
"mdp.39015078558700","Les aventures de Robinson Cruso?; par Daniel Foe. Traduction nouvelle par madame Tastu.","1842","fre","Defoe, Daniel 1661?-1731; Tastu, Amable tr"
"mdp.39015078554584","The adventures of Robinson Crusoe / by Daniel Defoe.","1922","eng","Defoe, Daniel 1661?-1731; M.A. Donohue &amp; Co publisher"
"mdp.39015078557611","La vie et les avantures surprenantes de Robinson Crusoe, contenant entre autres ?venemens, le s?jour qu'il a fait pendant vingt & huit ans dans une isle d?serte, situ?e sur la cote de l'Amerique, pres de l'embouchure de la grande riviere Oroonoque. Le tout ?crit par lui-meme. Tradduit de l'anglois.","1721","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078553255","Life and adventures of Robinson Crusoe, of York, mariner. With an account of his travels round three parts of the globe. Written by himself ... With new designs on wood by Anderson.","1864","eng","Defoe, Daniel 1661?-1731; Anderson, Alexander 1775-1870 ill"
"mdp.39015078552166","The life and adventures of Robinson Crusoe. With an introduction, glossary, and illustrations.","1879","eng","Defoe, Daniel 1661?-1731; Griset, Ernest Henry 1844-1907 illus"
"mdp.39015078558940","Robinson.","1841","ger","Defoe, Daniel 1661?-1731; Rauch, Franz ed; Campe, Joachim Heinrich 1746-1818"
"hvd.32044097011225","Key to Robinson's New university algebra : for teachers and private learners.","1862","eng","Fish, Daniel W. 1820-1899; Robinson, Horatio N. (Horatio Nelson) 1806-1867"
"mdp.39015078551077","The life and adventures of Robinson Crusoe: written by himself. Illustrated by Gilbert, Cruikshank, and Brown.","1859","eng","Defoe, Daniel 1661?-1731; Cruikshank, George 1792-1878 illus"
"mdp.39015078553016","Robinson Crusoe, by Daniel Defoe. Edited, with an introduction, by Walter Jerrold. Illustrated by Archibald Webb.","1910","und","Defoe, Daniel 1661?-1731; Jerrold, Walter 1865-1929"
"loc.ark:/13960/t73v0334s","A new Robinson Crusoe : a new version of his life and adventures, with an explanatory note / by Gilson Gardner.","1920","eng","Gardner, Gilson 1869-1935; Selkirk, Alexander 1676-1721; Defoe, Daniel 1661?-1731"
"mdp.39015078550806","The life and surprising adventures of Robinson Crusoe, of York, mariner. Illustrated with numerous engravings from drawings by George Cruikshank ...","1838","eng","Defoe, Daniel 1661?-1731; Cruikshank, George 1792-1878 illus"
"nyp.33433074911979","La vie et les aventures de Robinson Cruso?, par Daniel Defoe; traduction rev. et corr. sur la belle ?dition donn?e par Stockdale en 1790, augment?e de la vie de l'auteur qui n'aviot pas encore paru;","1816","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078560847","Rebilius Cruso: Robinson Crusoe, in Latin; a book to lighten tedium to a learner. By Francis William Newman ...","1884","und","Defoe, Daniel 1661?-1731; Newman, Francis William 1805-1897"
"mdp.39015078548966","The life and adventures of Robinson Crusoe; written by himself.","1808","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078556357","The life and adventures of Robinson Crusoe. Written by himself. Embellished with cuts.","1794","eng","Defoe, Daniel 1661?-1731"
