htrc-id,pubcity,pubyear,title,oclc,language,hasText,latitude,longitude
None,London ,1790,"The life and adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years alone in an uninhabited island, on the coast of America, near the mouth of the great river Oroonoque. ... Written by himself. ... In two volumes",838630560,en,,51.5073219,-0.1276474
None,London ,1935,Robinson Crusoe : cut-out story book.,632248409,en,,51.5073219,-0.1276474
None,Philadelphia ,"8, S","The life and most surprizing adventures of Robinson Crusoe, of York, mariner : Containing a full and particular account how he lived twenty eight years in an uninhabited island on the coast of America: How his ship was lost in a storm and all his companions drowned; and how he was cast upon the shore by the wreck; with a true relation how he was at last miraculously preserved by pirates",925415070,en,,39.9524152,-75.1635755
None,New York ,2006,Robinson Crusoe,237001944,en,,40.7306458,-73.9866136
None,London ,1874,Robinson Crusoe : with surprise pictures,985506254,en,,51.5073219,-0.1276474
None,London ,1900,Robinson Crusoe.,154295746,en,,51.5073219,-0.1276474
None,FuÌˆrth ,1961,Robinson Crusoe : [Aus d. Engl.],772650270,de,,None,None
None,Santiago ,1996,Robinson Crusoe,55344612,es,,-33.4377968,-70.6504451
mdp.39015078551796,Boston,1902,Life and adventures of Robinson Crusoe.,67409766,eng,,42.3604823,-71.0595678
mdp.39015078559120,New York,1914,Robinson Crusoe.,46394270,en,,40.7306458,-73.9866136
None,John Stockdale ,1804,"The Life and Adventures of Robinson Crusoe, etc. [With ""The Life of Daniel Defoe"" by George Chalmers. With engravings after T. Stothard.].",559889928,en,,42.58929065,-74.7603739951355
None,Place of publication not identified ,2012,Robinson crusoe done in poster stamps.,935075265,en,,None,None
None,Budapest ,1995,Robinson Crusoe,895104911,hu,,47.4983815,19.0404707
None,Albany ,1806,The Wonderful life and adventures of Robinson Crusoe. : Ornamented with cuts.,1039115044,en,,42.6511674,-73.754968
mdp.39015078557827,Deventer,1824,"De kleine Robinson, of, De lotgevallen van Robinson CrusoÃ©. Tot nut en vermaak der jeugd. Naar den 5. druk uit het fransch van H. Lemaire. 2. druk.",23400376,dut,,52.24927325,6.17613063984559
hvd.hwjuzm,Paris,1896,Aventuras de RobinsÃ³n CrusoÃ© / Traducidas al castellano del original inglÃ©s.,236077543,spa,,48.8566101,2.3514992
mdp.39015078552042,London,1890,"The life and surprising adventures of Robinson Crusoe of York, mariner, by Daniel Defoe. with thirty-seven illustrations by George Cruikshank.",22588868,eng,,51.5073219,-0.1276474
mdp.39015078555318,Edinburgh,1835,The adventures of Robinson Crusoe : the York mariner. Embellished with ... engravings.,67409787,en,,55.9496416,-3.1902352
None,Wheaton ,1997,"Robinson Crusoe : the life and strange, surprising adventures of Robinson Crusoe, of York, mariner, as related by himself",704568258,en,,41.8646959,-88.1101709
None,Hamburg ,2004,Robinson Crusoe,1015951176,,,53.550341,10.000654
None,Stockholm ,1883,Robinson Crusoe,938422585,sv,,59.3251172,18.0710935
None,Sl ,2018,"WONDERFUL LIFE AND MOST SURPRISING ADVENTURES OF ROBINSON CRUSOE OF YORK, MARINER : ...... faithfully epitomized from the three volumes, and.",1037054821,en,,8.6400349,-11.8400269
None,New York ,1955,Robinson Crusoe,648155205,en,,40.7306458,-73.9866136
hvd.hn33q6,Paris,1829,Aventures surprenantes de Robinson Crusoe. Traduites de l'anglais.,78484432,fre,,48.8566101,2.3514992
None,George Routledge  Sons ,1882,"Robinson Crusoe, The Swiss Family Robinson [translated from the German of J.D. Wyss], and Sandford & Merton [by Thomas Day] ... With one hundred and fifty illustrations by J.D. Watson and other artists.",559891480,en,,None,None
None,Stirling ,1823,"The Adventures of Robinson Crusoe, the York mariner.",863257278,en,,56.1181242,-3.9360012
None,Place of publication not identified ,1967,Robinson crusoe.,948797198,en,,None,None
None,London ,1966,Robinson Crusoe ; The farther adventures of Robinson Crusoe,63691846,en,,51.5073219,-0.1276474
None,New York ,1935,Robinson Crusoe,30304696,en,,40.7306458,-73.9866136
None,V ,1939,"Robinson Crusoe, jeho zÌŒivot a podivuhodne priÌhody",721008154,cs,,13.2904027,108.4265113
None,Warszawa ,1990,Robinson Crusoe,830799429,pl,,52.2337172,21.0714111288323
None,London ,1919,Robinson Crusoe ... With illustrations in colour by Elenore Plaisted Abbott.,774523723,en,,51.5073219,-0.1276474
None,London ,74 &,"The life and strange surprising adventures of Robinson Crusoe, of York, mariner : now first correctly reprinted from the original edition of 1719",247994090,en,,51.5073219,-0.1276474
None,Paris ,1854,Robinson CrusoeÌ,793721090,fr,,48.8566101,2.3514992
None,Bratislava ,1977,Robinson Crusoe,4109772,sk,,48.1359085,17.1597440625
None,New York ,1869,Robinson Crusoe.,905311173,en,,40.7306458,-73.9866136
None,Ashland ,2017,Robinson crusoe,986684210,en,,38.4784144,-82.6379387
None,Warszawa ,2017,Przypadki Robinsona Crusoe,1036658362,pl,,52.2337172,21.0714111288323
None,Farmington Hills ,2005,"The sureprsing [sic] life, and most strange adventures of Robinson Crusoe, of the city of York, mariner, giving an account how he was cast on shore by shipwreck ... on an uninhabited island on the coast of America, near the mouth of the great river Oroonoque, where he lived twenty eight years",690359867,en,,42.4853125,-83.3771553
None,Montrose Scotland ,1855,The life and surprising adventures of Robinson Crusoe : embellished with neat woodcuts.,19823939,en,,56.711484,-2.4681517
None,MuÌˆnchen ,1959,"Das Leben und die seltsamen, uÌˆberraschenden Abenteuer des Robinson Crusoe aus York, eines Seemannes, der achtundzwanzig Jahre allein auf einer unbewohnten Insel an der KuÌˆste von Amerika bei der MuÌˆndung des Orinokoflusses lebte - ...",73312354,de,,None,None
mdp.39015078552315,London,1868,"Robinson Crusoe, edited after the original editions with a biographical introduction by Henry Kingsley ...",63956312,eng,,51.5073219,-0.1276474
None,Berlin ,1960,Robinson Crusoe,917758190,de,,52.5170365,13.3888599
None,KoÌˆln am Rhein ,1920,Robinson Crusoe,915692513,de,,None,None
None,London ,1804,"The life and strange surprizing adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years all alone in an uninhabited island on the coast of America ... having been cast on shore by himself, with an account how he was at last strangely delivered by pirates.",557314864,en,,51.5073219,-0.1276474
None,Albany ,1790,"The wonderful life, and surprising adventures of that renound [sic] hero, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, which he afterwards colonised.",62827502,en,,42.6511674,-73.754968
None,New York ,1963,Robinson Crusoe,23526834,en,,40.7306458,-73.9866136
None,MuÌˆnchen ,2009,Robinson Crusoe : ein HoÌˆrspiel nach dem bekannten Jugendbuch,436301572,de,,None,None
None,London  New York ,1882,"The life and adventures of Robinson Crusoe, mariner, of Hull ... : in two volumes",58767699,en,,59.3795917,13.5044839
None,Santiago ,1995,Robinson Crusoe,55322795,es,,-33.4377968,-70.6504451
None,Akron ,1938,Robinson Crusoe,811068641,en,,41.083064,-81.518485
None,Erscheinungsort ,1950,Robinson Crusoe,931228875,nl,,None,None
None,Boston ,1908,The Life and strange surprising adventures of Robinson Crusoe 4,831177278,,,42.3604823,-71.0595678
None,Sound ,2002,Robinson Crusoe.,664427565,en,,53.0355485,-2.56616088325719
None,Warszawa ,1937,Robinson Crusoe.,7722865,yi,,52.2337172,21.0714111288323
None,London ,1860,Robinson Crusoe.,367914047,en,,51.5073219,-0.1276474
None,Paris Le Prieur ,1801,1801 La Vie et les aventures surprenantes de Robinson CrusoeÌ T. 4,724146145,de,,46.9130247,4.6356212
None,Old Saybrook ,2008,Robinson Crusoe,740151279,en,,41.2917652,-72.3761956
mdp.39015078549055,London,1801,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years in an uninhabited island, on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.",67409604,eng,,51.5073219,-0.1276474
None,London ,2008,The novels / 3 Serious reflections during the life and surprising adventures of Robinson Crusoe (1720).,219307868,en,,51.5073219,-0.1276474
mdp.39015078554907,New York,1880,Robinson Crusoe in words of one syllable. By Mary Godolphin. With colored illustrations.,5952576,eng,,40.7306458,-73.9866136
None,Place of publication not identified ,2010,"Life and adventures of robinson crusoe. with a memoir of the author, and an.",944383324,en,,None,None
None,Belmont ,1967,Robinson Crusoe,301834871,en,,44.889612,1.8801833
None,JM Dent  Sons ,1914,"The Adventures of Robinson Crusoe on his Island ... With coloured illustrations by J.A. Symington. [Part 1, abridged.].",559900438,en,,None,None
None,Place of publication not identified ,2012,History of robinson crusoe.,935805982,en,,None,None
None,Sl ,2016,"FARTHER ADVENTURES OF ROBINSON CRUSOE : being the second and last part of his life, and of the... strange surprizing account of his travels round th.",991969032,en,,8.6400349,-11.8400269
None,Barcelona ,1991,Robinson Crusoe,806382263,es,,41.3828939,2.1774322
None,Edinburgh printed for ,1768,"The life and most surprising adventures of Robinson Crusoe : of York, mariner. Containing a full and particular account ... Faithfully epitomized from the three volumes",833715531,en,,None,None
None,Kbh ,1971,Robinson Crusoe,60977576,da,,42.4866124,78.3958663
mdp.39015078549626,London,1767,"The life and strange and surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last strangely delivered by pyrates. Written by himself.",23640091,en,,51.5073219,-0.1276474
mdp.39015078549873,London,1811,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years in an uninhabited island on the coast of America near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after suprising adventures.",21536751,eng,,51.5073219,-0.1276474
None,London ,1761,"The Life and strange surprising adventures of Robinson Crusoe, ... (by D. Defoe.) The twelfth edition ...",457493064,en,,51.5073219,-0.1276474
None,London ,1772,"The life And Strange Surprising adventures of Robinson Crusoe; Of York, Mariner: [et]c Vol. 1",831900982,,,51.5073219,-0.1276474
None,London ,1985,Robinson Crusoe.,14134920,en,,51.5073219,-0.1276474
mdp.39015078554097,London,1906,Robinson Crusoe / by Daniel Defoe.,70208881,eng,,51.5073219,-0.1276474
None,Manchester ,1816,The Life and Adventures of Robinson Crusoe ... Illustrated with ... engravings.,855522587,en,,53.4791301,-2.2441009
None,New York ,2002,Robinson Crusoe : Daniel Defoe,699892393,en,,40.7306458,-73.9866136
None,eLibro ,2003,"Aventuras de robinson crusoe: colecciaÌƒÂ³n de claÌƒÂ¡sicos de la literatura europea ""carrascalejo de la jara.""",671756705,en,,None,None
None,Domenico Occhi ,1748,La Vita e le avventure di Robinson Crusoe ... Traduzione dal francese.,559893158,en,,None,None
None,New York ,2005,Robinson Crusoe,70706072,en,,40.7306458,-73.9866136
None,Klagenfurt ,2004,Robinson Crusoe,447375463,de,,46.6228162,14.3079604
None,Philadelphia ,1903,"Works : Introd. by Gustavus Howard Maynadier. 2. Serious reflections during the life and surprising adventures of Robinson Crusoe with a vision of the angelic world. The history of the life and surprising adventures of Mr. Duncan Dampbell. 1903.339,315 S.",630717568,en,,39.9524152,-75.1635755
None,Seeley  Co ,1911,The Life and Adventures of Robinson Crusoe ... Illustrated by H.M. Brock.,559892788,en,,32.787588,-115.681384075348
None,Berlin ,2016,Robinson Crusoe,930643884,de,,52.5170365,13.3888599
mdp.39015078557181,Neuchatel,1776,"La vie et les aventures surprenantes de Robinson CrusoÃ©. Contenant son retour dans son isle, ses autres nouveaux voyages & ses rÃ©flexions; traduit de l'anglais.",23646747,fre,,46.9895828,6.9292641
mdp.39015078560706,Stockholm,1882,"Den verklige Robinson Crusoe's lefverne och Ã¤fventyr, samt tjuguÈ§ttaÈ§riga vistande pÈ§ en obebodd Ã¶. Af Daniel de FoÃ«. Med trettio illustrationer ...",23549563,swe,,59.3251172,18.0710935
None,Place of publication not identified ,2012,Life and adventures of robinson crusoe on the island of juan fernandez ...,936236309,en,,None,None
None,Leipzig ,1936,Robinson Crusoe,635695348,de,,51.3391827,12.3810549
None,Lond ,1911,Robinson Crusoe,867328350,en,,64.8292796,-13.8293999
None,Madrid ,2004,Robinson Crusoe,806446119,es,,40.4167047,-3.7035825
mdp.39015078557496,Rotterdam,1889,Het leven en de lotgevallen van Robinson Crusoe. Naar de oorspronkelijke uitgave bewerkt door G. Velderman ... GeÄ­llustreerd met 12 platen van Josef Scheidel Jr.,7617133,dut,,51.92779805,4.48862326925829
None,London ,1933,Robinson Crusoe,646185522,en,,51.5073219,-0.1276474
None,London ,1948,"The Life and Strange Surprising Adventures of Robinson Crusoe, etc. [Parts 1 and 2.] (Arranged for modern reading in the author's own words.).",752783628,en,,51.5073219,-0.1276474
None,Sl ,2016,"REBILIUS CRUSO : robinson crusoe, in latin.",980685565,la,,8.6400349,-11.8400269
None,London ,1719,"The Life and strange surprizing adventures of Robinson Crusoe, of York, mariner ... : (by Daniel de FoeÌˆ) the fourth edition ...",461322618,en,,51.5073219,-0.1276474
None,Barcelona ,1990,Robinson Crusoe,804449762,es,,41.3828939,2.1774322
mdp.39015078553305,London,1875,"The life and strange surprizing adventures of Robinson Crusoe, of York, mariner. / Written by himself ...",21109901,eng,,51.5073219,-0.1276474
mdp.39015078561084,Casnewydd,1855,Helyntion Robinson Crusoe (wedi eu talfyrru a'u trefnu mewn gwisg gymreig.,23549690,wel,,51.5882332,-2.9974967
None,Kaapstad ,1950,Robinson Crusoe : [in prente],1017309534,af,,-33.928992,18.417396
mdp.39015078555151,London,1825,"The voyages and adventures of Robinson Crusoe, a seaman of York; who, after suffering many hardships by sea and land, was shipwrecked on the coast of America, and cast ashore on an uninhabited island, where he resided twenty-eight years; with his wonderful discovery and deliverance thence by an English captain. Written by himself.",67409784,eng,,51.5073219,-0.1276474
None,London ,1790,"The life and strange surprizing adventures of Robinson Crusoe of York, mariner : who lived eight and twenty years all alone in an uninhabited island ... 2. (1790). - 456 S. : Ill.",630359207,en,,51.5073219,-0.1276474
None,London ,1865,"Robinson Crusoe of York, mariner : with a biographical account of Defoe.",88012654,en,,51.5073219,-0.1276474
None,La ,2002,Robinson Crusoe : novela,838049679,es,,None,None
None,London ,2010,Robinson Crusoe,819819144,en,,51.5073219,-0.1276474
None,New York ,1903,The life and strange adventures of Robinson Crusoe. Parts 1-2. : with the author's preface and an introduction by G.H. Maynadier,940144179,en,,40.7306458,-73.9866136
None,New ,1916,The story of Robinson Crusoe Jr. [a musical extravaganza,67409803,en,,55.9329756,-3.0906951
None,Berlin ,1988,Robinson Crusoe,75031402,de,,52.5170365,13.3888599
None,United States ,2013,Robinson Crusoe,857716211,en,,39.7837304,-100.4458825
None,Berlin Volk u Wissen ,1973,Robinson Crusoe,74187274,de,,None,None
mdp.39015078549022,London,1790,"The life and adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years alone in an uninhabited island, on the coast of America, near the mouth of the great river Oroonoque. With an account of his travels round three parts of the globe. Written by himself. Enriched with elegant plates descriptive of the subject ...",22579381,eng,,51.5073219,-0.1276474
None,SaÌƒo Paulo ,1995,Robinson Crusoe,319223728,pt,,None,None
None,Wien ,1955,Robinson Crusoe.,84154508,de,,48.2083537,16.3725042
None,Leipzig  Wien ,1908,Robinson Crusoe : eine ErzaÌˆhlung,762015605,de,,51.296073,12.3253855
None,The Boys Own Paper Office ,1925,"Robinson Crusoe of York, mariner ... [Part 1.] Edited and slightly abridged by C.H. Irwin. Illustrated by Stanley L. Wood.",559900547,en,,None,None
None,London ,1956,Robinson Crusoe / Defoe,894904112,en,,51.5073219,-0.1276474
None,London ,2012,Daniel Defoe's Robinson Crusoe.,863625817,en,,51.5073219,-0.1276474
None,Albany ,1806,The Wonderful life and adventures of Robinson Crusoe. : Ornamented with cuts.,949877720,en,,42.6511674,-73.754968
None,ZuÌˆrich ,1977,Robinson Crusoe : Leben und Abenteuer,245892736,de,,None,None
None,Bath ,1998,Robinson Crusoe,808376071,en,,51.3813864,-2.3596963
mdp.39015078552539,London,1883,"The life and adventures of Robinson Crusoe, mariner, of Hull, by Daniel Defoe, with biographical memoir and illustrative notes ... With eight etchings by M. Mouilleron and portrait by L. Flameng.",37203113,eng,,51.5073219,-0.1276474
None,NewYork ,1842,"Adventures of Robinson Crusoe ; and, Gulliver's travels, complete in one volume.",905315023,en,,35.7251496,139.7630049
nyp.33433074909775,London,1784,"La vie et les aventures surprenantes de Robinson CrusoeÌ : contenant entre autres eÌveÌnemens, le seÌjour qu'il a fait pendant vingt-huit ans dans une iÌ‚le deÌserte, situeÌe sur la coÌ‚te de l'AmeÌrique, preÌ€s de l'embouchure de la grande riviere Oroonoque.",8849862,fre,,51.5073219,-0.1276474
None,Garching b MuÌˆnchen ,2007,Robinson Crusoe,730105690,de,,None,None
mdp.39015078550863,New York,1850,The life and adventures of Robinson Crusoe.,39002628,eng,,40.7306458,-73.9866136
None,Garching b MuÌˆnchen ,2013,"Robinson Crusoe. [2], Materialien et Kopiervorlagen",869891864,de,,None,None
None,London ,1767,"The life and strange surprising adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an uninhabited island of the coast of America, near the mouth of the great river of Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely delivered by pyrates.",1008405504,en,,51.5073219,-0.1276474
None,Praha ,1968,"ZÌŒivot a zvlaÌsÌŒtniÌ podivnaÌ dobrodruzÌŒstviÌ Robinsona Crusoe, naÌmorÌŒniÌka z Yorku",40738000,cs,,50.0874654,14.4212535
None,London ,1719,"The life and strange adventures of Robinson Crusoe of York, mariner: who lived eight and twety[sic] years alone in an uninhated[sic] island on the coast of America, near the mouth of the great river Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last strangely delivered by pyrates.",58961887,en,,51.5073219,-0.1276474
None,London ,1922,Robinson Crusoe,315858807,en,,51.5073219,-0.1276474
None,Glasgow ,1820,The Life & Surprising Adventures of Robinson Crusoe. Embellished with eight ... engravings. New edition. [A chapbook.].,859166003,en,,55.856656,-4.2435817
None,New Haven ,1871,"The life and adventures of Robinson Crusoe, with a biographical account of DeFoe, illustrated with twelve [i.e. nine] characteristic engravings.",67409748,en,,41.3082138,-72.9250518
None,Barcelona ,1986,Robinson Crusoe,804898134,es,,41.3828939,2.1774322
None,Barcelona ,1962,Robinson Crusoe,433850900,es,,41.3828939,2.1774322
None,London ,1985,Harry Andrews reads from Robinson Crusoe,873269246,en,,51.5073219,-0.1276474
None,Edinburgh ,1773,"The Life and most Surprising Adventures of Robinson Crusoe ... The nineteenth edition. [Parts 1-3, abridged by Thomas Gent? [With plates.].",559894600,en,,55.9496416,-3.1902352
None,Boston ,22 C,Robinson Crusoe.,936059841,en,,42.3604823,-71.0595678
None,Amsterdam ,1961,Robinson CrusoeÌˆ,68514662,nl,,52.3745403,4.89797550561798
njp.32101042738342,London,1815,"Robinson Crusoe. The life and strange surprising adventures of Robinson Crusoe of York, mariner, who lived eight-and-twenty years all-alone in an uninhabited island on the coast of America ...",4069553,eng,,51.5073219,-0.1276474
None,Doncaster ,1850,Robinson Crusoe. [A chapbook.].,859166024,,,53.5227681,-1.1335312
None,Esplugas de Llobregat Barcelona ,1979,Robinson Crusoe,433854604,es,,41.3776796,2.0899722
None,Philadelphia ,1807,"The Life and surprising adventure's [sic] of Robinson Crusoe, of York, mariner",925562868,en,,39.9524152,-75.1635755
None,London ,1807,"The Life and most Surprising Adventures of Robinson Crusoe ... A new edition, complete in one volume; with very elegant cuts, etc. [Parts 1-3, abridged by Thomas Gent?].",559895412,en,,51.5073219,-0.1276474
None,Amsterdam ,1721,Het leven en de wonderbaare gevallen van Robinson CrusoeÌˆ ...,898905650,nl,,52.3745403,4.89797550561798
None,Edinburgh ,1819,"The Wonderful life and surprising adventures of that renowned hero, Robinson Crusoe, who lived twenty-eight years on an uninhabited island.",315959113,en,,55.9496416,-3.1902352
None,MuÌˆnchen ,1948,"Leben und wunderbare Abenteuer des Robinson Crusoe, Seemanns aus New York, der 28 Jahre lang ganz einsam auf einer unbewohnten Insel an der KuÌˆste Amerikas nahe der MuÌˆndung des grossen Stromes Orinoko lebte ... Beschrieben von ihm selbst : Nach dem englischen Urtext uÌˆbersetzt von Hans Reisiger.",260059669,,,None,None
None,Conty ,1977,Robinson Crusoe,433851335,fr,,49.7422935,2.1523166
None,New York ,1920,A new Robinson Crusoe : a new version of his life and adventures,894897127,en,,40.7306458,-73.9866136
None,Scranton ,1954,Robinson Crusoe story book seals : 36 seals -- 6 different designs ...,503080885,en,,41.4086874,-75.6621294
None,Wien ,1955,Robinson Crusoe,174702613,de,,48.2083537,16.3725042
None,CoÌˆln Schaffstein ,1913,1913 Robinson Crusoe,72494262,de,,None,None
None,Porvoossa ,1955,Robinson Crusoe.,7182152,fi,,None,None
None,Erscheinungsort ,20,obinson CrusoeÌˆ,246038828,,,None,None
None,London ,1790,The life and adventures of Robinson Crusoe of York ... : with an account of his travels round three parts of the globe.,606297916,en,,51.5073219,-0.1276474
mdp.39015078558783,Paris,1836,"Aventures de Robinson CrusoÃ©, traduction nouvelle, ornÃ©e de gravures ...",23401340,fre,,48.8566101,2.3514992
None,Philadelphia ,1843,"The Life and adventures of Robinson Crusoe : revised with special reference to moral tendency, and adapted to the capacity of the young.",905334466,en,,39.9524152,-75.1635755
None,Farmington Hills ,2005,"The life and strange surprising adventures of Robinson Crusoe : of York, mariner: who lived eight-and-twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque; ... Written by himself.",690359549,en,,42.4853125,-83.3771553
None,Blackstone Audio ,2008,Robinson Crusoe,732756176,,,None,None
hvd.hn33q7,Paris,1829,Aventures surprenantes de Robinson Crusoe. Traduites de l'anglais.,78484432,fre,,48.8566101,2.3514992
None,Richmond ,2008,Robinson Crusoe,639227581,en,,37.5385087,-77.43428
None,Chile ,1982,Robinson Crusoe: Primera parte.,502550713,,,-31.7613365,-71.3187697
None,tdMit ,21 I,"lustr. v. Adalbert Pilch. (Sonderausg.)<br/>MuÌˆnchen 21 I Robinson Crusoe [The life and surprising adventures of Robinson Crusoe, dt.] FuÌˆr d. Jugend frei bearb. v. Robert Polt.",164711616,de,,None,None
None,New York ,1869,Robinson Crusoe in words of one syllable With six illustrations.,682034884,en,,40.7306458,-73.9866136
None,Bilbao ,1968,Robinson Crusoe : novela,431461316,es,,43.2630051,-2.9349915
None,SPCK ,1893,"Robinson Crusoe. [Part 1, abridged.].",559898754,en,,1.3586545,103.88196985
None,Freiburg i Br ,2006,Robinsons Freitag,315307756,de,,46.752432,7.2094932
None,Napoli ,1815,"La vita e le avventure di Robinsone Crusoe, storia galante ...",613202600,it,,40.8359336,14.2487826
None,Warszawa ,2009,"Robinson Crusoe : jego Å¼ycia losy, doÅ›wiadczenia i przypadki",1036625581,pl,,52.2337172,21.0714111288323
None,Basel ,1947,Robinson Crusoe : Roman,884520082,de,,47.5581077,7.5878261
mdp.39015078570572,Boston,1866,"Robinson Crusoe, Jr. : a story for little folks / by Oliver Optic.",58045617,eng,,42.3604823,-71.0595678
mdp.39015078548396,London,1719,"The life, and strange surprizing adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of America, near the mouth of the great river of Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely deliver'd by pyrates. Written by himself.",2987228,eng,,51.5073219,-0.1276474
None,New York ,1996,Robinson Crusoe,36041077,en,,40.7306458,-73.9866136
None,Bukarest ,1969,Robinson Crusoe,252499317,,,44.4361414,26.1027202
None,London ,1955,Robinson Crusoe,220409397,en,,51.5073219,-0.1276474
None,New York ,1982,Robinson Crusoe,645892516,en,,40.7306458,-73.9866136
None,New York ,1923,"Robinson Crusoe,",4682218,en,,40.7306458,-73.9866136
None,New York ,1977,Robinson Crusoe,4659947,en,,40.7306458,-73.9866136
None,Borgen ,1974,Robinson Crusoes tegninger,463249800,da,,59.9359262,10.6968738
None,New York ,1931,Robinson Crusoe.,939796784,en,,40.7306458,-73.9866136
aeu.ark:/13960/t4rj61j1k,Winnipeg,1919,Robinson Kruzo z obrazkamy / na osnovi oryginalu i perevodiv zladyla K.M.,861777209,ukr,,49.884017,-97.168579
None,Milan ,1965,Robinson Crusoe,637524055,en,,45.4667971,9.1904984
None,tdBd ,1.2.,"br/>(MuÌˆnchen) 1.2. Robinson Crusoe ([The life and surprising adventures of Robinson Crusoe, dt.-UÌˆbers. v. Franz Riederer.] Vollst. Ausg. m. Illustr. v. Jean Ignace [Isidore] Grandville.).",163243982,en,,None,None
None,Anncona Media ,2016,Robinson Crusoe - Written in words of one syllable,1001709306,en,,None,None
None,Francfort ,1769,"Les Avantures, Ou, La Vie Et Les Voyages De Robinson CrusoeÌˆ : Avec Figures Tome Second",834768410,fr,,-33.502606,-70.6462769
None,Irvine ,2010,Robinson Crusoe.,670411672,en,,55.6143018,-4.6655544
None,Mount Vernon ,1930,"The life and strange surprising adventures of Robinson Crusoe of York, mariner",1039431526,en,,25.05348015,-77.2938518933906
None,NeuRuppin ,1880,"Robinson Crusoe, eine lehrreiche ErzaÌˆhlung fuÌˆr Kinder.",428162873,de,,52.9243859,12.8092919
None,London ,2008,Robinson Crusoe,799027785,en,,51.5073219,-0.1276474
None,Leipzig ,1909,"Das Leben und die gantz ungemeine Begebenheiten des weltberuÌˆhmten EngellaÌˆnders Robinson Crusoe / 1, ([1909]).",312253328,de,,51.3391827,12.3810549
None,London ,1978,Robinson Crusoe,849742774,en,,51.5073219,-0.1276474
None,Hong Kong ,1961,Robinson Crusoe ; retold by Constance M. Martin.,498360214,en,,22.2793278,114.1628131
None,London ,1896,Life and adventures of Robinson Crusoe,54156956,en,,51.5073219,-0.1276474
None,WÃ¼rzburg ,2017,Robinson Crusoe,1002279089,de,,None,None
None,Rotterdam etc ,1949,Robinson CrusoeÌˆ,68515300,nl,,None,None
mdp.39015078561076,Caernarfon,1855,"Bywyd ac anturiaethau rhyfeddol Robinson Crusoe : yr hwn a fu byw wyth mlynedd ar hugain mewn ynys anghyfanedd, wedi ei fwrw yno pan dorodd y llong arno. Hefyd, ei ail-ymweliad a'r ynys hono, a'i deithiau peryglus mewn amryw barthau ereill o'r byd.",50635853,wel,,53.1390298,-4.2691853
mdp.39015078550517,London,1823,"The life and surprising adventures of Robinson Crusoe, of York, mariner: with an account of his travels round three parts of the globe. Written by himself ...",22739761,eng,,51.5073219,-0.1276474
None,Paris ,2007,Robinson CrusoeÌ,758570956,fr,,48.8566101,2.3514992
None,London ,1806,"The life and surprising adventures of Robinson Crusoe, of York, mariner : who lived eight-and-twenty years ... on an uninhabited island, on the coast of America, near the mouth of the great river Oroonoque : With an account of his travels round three parts of the globe",702359873,en,,51.5073219,-0.1276474
None,Regensburg ,1938,Daniel Defoes Robinson Crusoe,258571221,de,,49.0195333,12.0974869
None,Stockholm ,1904,Robinson Crusoe,186058000,sv,,59.3251172,18.0710935
None,San Diego ,2005,Robinson Crusoe,73805333,en,,32.7174209,-117.1627714
None,Sl ,2016,"LIFE AND STRANGE SURPRISING ADVENTURES OF ROBINSON CRUSOE OF YORK, MARINER : as related by himself .. (classic reprint).",983252598,en,,8.6400349,-11.8400269
nyp.33433074918677,Brussels,1837,Les aventures de Robinson CrusoÃ© traduites de l'anglais de Daniel De Foe. OrnÃ©es de huit vignettes gravÃ©es d'aprÃ¨s les dessins de m.de Sainson ...,23401394,fre,,50.8465573,4.351697
None,Torino ,1942,Robinson Crusoe,878284430,it,,45.0677551,7.6824892
None,London ,1960,The story of Robinson Crusoe.,810796842,en,,51.5073219,-0.1276474
None,London  New York ,1874,"The Robinson Crusoe picture book : containing Robinson Crusoe, How Cock Sparrow kept his Christmas, Queer characters, Ã†sop's fables",978201876,en,,59.3795917,13.5044839
mdp.39015078556449,New York,1870,Robinson Crusoe.,11057389,eng,,40.7306458,-73.9866136
None,New York ,1964,Robinson Crusoe,1035670676,en,,40.7306458,-73.9866136
None,London ,1951,"The life and adventures of Robinson Crusoe, together with the further adventures of Robinson Crusoe",315858905,en,,51.5073219,-0.1276474
